,Unnamed: 0,Site No.,Rain Date,Elevation,NDVI,Historical Temperature,Historical Precipitation,Temperature,Precipitation,slope_r,frag3to10_r,sandtotal_r,silttotal_r,claytotal_r,Flood Event
781,781,913288,2020-07-23,1073.0815217391305,2602.918478260869,30.93734254837036,0.5543513919141939,28.083168771531845,1.6266666741834743,0.20403438576582772,0.2909557101832059,0.9724038909998532,0.6900813211652841,0.3401179375961804,1
811,811,913363,2020-07-23,1163.4224598930482,2852.497326203209,30.901614594459527,0.4525296886821707,27.94020259380341,2.1232656193897133,0.28111935802013416,0.5265105058109977,1.4696066852303398,0.9568584669420448,0.4840558104921885,1
842,842,912868,2020-07-02,1473.853260869565,2532.701086956521,26.10787534713745,0.3699374978849664,24.676317977905274,0.7708166432722161,0.1583345744131044,0.11866228787264956,0.6206881632472663,0.2701709972335655,0.15415085122442596,1
875,875,892297,2020-05-10,771.1692307692308,1453.3948717948715,24.02984900156657,0.036713333131435016,27.690367635091143,0.0,0.4154159247283129,0.14443747194135592,1.4855494150888355,0.4663931004287284,0.26950526729742463,1
905,905,878070,2020-04-12,55.27683615819209,354.2542372881356,16.210305362939838,0.2929250060346931,17.807315349578854,0.0,0.05223792114487704,0.02368355851898632,0.2399538729593085,0.12338122300449025,0.08770932612383778,1
936,936,877307,2020-03-19,1445.520833333333,4075.442708333334,10.499395941433152,3.6182056983604407,5.840145928295035,27.29752630936472,1.0307161534011395,0.7428915439503031,1.9366653096633777,0.7587813245817375,0.5145261709045691,1
964,964,873892,2020-03-13,355.3636363636364,1793.0374331550802,15.927586546623301,2.9082113024620084,15.749795128317439,26.765500012566058,0.051288658627436375,0.02237656093766336,0.3260451122701297,0.14781116941898906,0.08858422353357899,1
997,997,872341,2020-03-13,516.0691489361702,1923.2765957446811,16.170867857180145,3.059958055723607,15.673524677753447,19.62739086151123,0.05013289335234388,0.02255993696362041,0.3328601734996475,0.19969354734043496,0.12869838958400245,1
1028,1028,872342,2020-03-13,362.1847826086956,1888.146739130435,16.838631299724213,2.8422596962518485,16.380694238763105,19.970526494477927,0.012253575444325059,0.006266825559670329,0.2871785079029308,0.20590526760047773,0.14826378093175158,1
1060,1060,872344,2020-03-13,384.125,1873.328125,16.25649503288623,2.8339976761601835,16.165962780223172,23.60023543413948,0.03969746746494747,0.019321710523536092,0.30679985939745263,0.1623687221229878,0.10423594561456324,1
1092,1092,872057,2020-03-12,331.4867724867725,1735.4126984126983,15.39851096198169,1.27129501376649,17.28025878103156,11.802973797446803,0.020570562623584563,0.012507190725328727,0.3236234250445539,0.2123151920807773,0.12520071593746804,1
1122,1122,875566,2020-03-12,1305.4842105263158,3235.031578947369,10.021259670442491,2.4522022137475146,12.590211466739055,21.05723702280145,0.21663087836500086,0.12075280923371028,0.6948211323188439,0.36292908574912397,0.289942547767869,1
1151,1151,872053,2020-03-12,552.8776595744681,1747.75,15.611595950628582,1.9049934188871318,16.884897768497467,16.700390756130222,0.08369054247170828,0.022292738127096704,0.2465629348835991,0.16011592271959335,0.10257219220453062,1
1183,1183,870543,2020-02-23,1261.4368421052632,3755.931578947369,7.894885534164497,1.0683242166327545,8.19789668917656,44.23399996757507,2.8002350337517097,1.6930826538667396,6.233736060147885,2.150241446572005,1.3443975365862002,1
1215,1215,870187,2020-02-22,1213.3617021276596,3392.867021276596,8.139867209643125,0.8506052641590175,10.645164188585783,1.247000000978771,1.259505549762172,0.8212201115428751,3.5231300724858423,1.1306474115122112,0.7080208275054425,1
1244,1244,869178,2019-12-04,1215.640625,2707.0260416666665,9.70346473443665,5.163467764776004,11.112543005692329,0.8467105223160041,0.5184480655979726,0.3622806148478861,1.243878130472139,0.5241651704675504,0.3244487745473418,1
1276,1276,866804,2019-12-04,1427.744791666667,3723.895833333334,8.329090670025085,5.5132021909466635,9.990895383498248,4.024926424026488,0.20121273407416249,0.11299086699390982,0.22897812107253546,0.2139947988251038,0.2525764211171322,1
1309,1309,869177,2019-12-04,1031.639175257732,2049.9793814432987,10.666205008064999,3.9615470429663273,10.27406894459444,0.0,0.2708167548614485,0.1917941365103807,0.9145517938395726,0.3959708057071805,0.2663649989277474,1
1342,1342,860227,2019-11-29,1012.187165775401,3018.5133689839568,12.590849238175615,3.4075720944083656,9.812190092526947,11.957231008089506,1.0017089314449559,0.7825643689466112,2.5936306147720467,0.7666518943025717,0.46106434361531196,1
1369,1369,860304,2019-11-29,812.5,2224.7916666666665,16.48220631480217,2.9414163809457934,11.859062254428865,20.60379695892334,0.21717740114994394,0.11596301478068904,0.5420301325857422,0.2482175089514706,0.1562902846103292,1
1397,1397,860306,2019-11-29,683.5906735751296,2033.1450777202072,17.04853155480491,2.789546513350231,12.84054274029202,19.366180737813316,0.11264711442023465,0.06286910251163483,0.3589705304104793,0.2004504320325891,0.12648804276422745,1
1429,1429,860223,2019-11-29,522.1666666666666,1434.8118279569892,16.432526725133258,1.4020666615261386,13.988651275634766,15.640883509318035,0.17122874351532574,0.0824194812021882,1.057186405310878,0.4211410487749329,0.2318346555561401,1
1459,1459,860201,2019-11-29,347.15789473684214,1674.4105263157894,17.133082885212367,1.1839812456099834,14.053174760606554,27.24822224511041,0.029795454606302663,0.01944930465252484,0.3530113946762918,0.2194708068035809,0.13432289797636304,1
1490,1490,860222,2019-11-29,862.3915343915344,2336.396825396825,16.22788625690672,2.32333958028232,10.649294243918526,29.292083104451493,0.19732291568120292,0.023350431043065497,0.3079464304142951,0.16615346613437534,0.10704024598808128,1
1518,1518,860200,2019-11-29,599.7526315789472,1613.552631578947,16.196234863334233,1.5421013753896762,12.188545491960314,30.812347306145558,0.08932828031037994,0.017298859452090552,0.28267357292326906,0.2851462522888425,0.1115050349063117,1
1551,1551,859995,2019-11-28,511.41489361702133,1385.7925531914893,16.577597200169283,1.211952204574995,10.406180662267348,0.0,1.449505282810878,0.08252364232143028,8.02658983923221,2.809442896236068,1.6639673086168822,1
1581,1581,858660,2019-11-28,1663.9639175257732,2539.6958762886597,7.55575964294581,1.5691277710100016,2.9839040637016296,0.6538472169631859,0.2620942332563387,0.10207076824036064,0.8760043387253761,0.769797970492232,0.3985954001078488,1
1613,1613,866084,2019-11-28,1110.34693877551,2100.408163265306,12.698624026249435,2.164166172812967,6.621063120224897,3.4479117814232323,0.2177057755769742,0.10592953135768607,0.8354387459845902,0.27385719449370965,0.20311869380766634,1
1646,1646,866083,2019-11-28,771.1614583333335,1476.333333333333,15.712303675545584,1.943476386699412,10.53520811928643,2.7548194328943887,0.2318154937539525,0.034432552115198564,0.5560789633076627,0.303058393615467,0.17198515616701315,1
1675,1675,859977,2019-11-28,530.4502617801047,1403.6230366492146,16.484381794929508,1.2115703945195204,10.465443159404554,0.0,1.3155733573319657,0.07392169753266818,7.046740896531183,2.5597906923052505,1.5045795611373547,1
1706,1706,866082,2019-11-28,305.6666666666667,717.0572916666665,16.99586306065321,1.463757826429719,11.861173152923586,2.504546880722046,0.4176822977981752,0.019153102710214427,1.1111358485324865,0.4742608396266446,0.2378130472915031,1
1739,1739,859891,2019-11-28,598.1604278074866,1536.4171122994653,16.356161236763,1.2552395807165238,10.180734475453695,0.0,2.4952923251072305,0.2411578667661522,5.459116783656942,3.0480132769348818,1.4928700257264098,1
1766,1766,866078,2019-11-28,304.64893617021283,853.6968085106382,17.389344763755798,2.0088461070189623,11.876477718353273,2.7710312455892563,0.2261181675025179,0.06914344629619319,0.7089595166699006,0.4821441376870112,0.22120791524460875,1
1798,1798,866081,2019-11-28,790.4870466321244,1627.3937823834194,15.42858137190342,2.151018746197224,9.043796598911284,2.9263750314712524,0.2831103022604338,0.11268552395487645,0.7011922938196383,0.30906614614591416,0.17454372521314993,1
1828,1828,866075,2019-11-28,144.16315789473688,457.91052631578947,17.436846005916596,1.4571914196258149,12.3643199801445,2.4557187482714653,0.2581375338019937,0.02062876086047853,0.9167157407866138,0.29869572835376945,0.14065689689430652,1
1858,1858,859996,2019-11-28,444.0523560209424,1252.7486910994764,16.69668237535577,1.1379019699598614,10.651956307260614,0.0,0.9416978376702638,0.042343830652745884,7.120334425760026,2.6374528014370267,1.353323890411633,1
1889,1889,863326,2019-11-20,1226.3507853403141,3168.1780104712043,13.417638836469916,0.03881458347249362,13.382252481248644,19.49376381768121,0.5467340616491463,0.36662790544903373,1.5743539616087932,0.6084368914017468,0.4001581314867373,1
1919,1919,859862,2019-11-20,1156.1727748691098,3130.4450261780103,13.581005134806038,0.029614843730814758,13.34056532382965,20.668203115463253,0.5345579185447151,0.3149938032483207,1.4246216957041302,0.5395748407323646,0.3425294934340218,1
1951,1951,859863,2019-11-20,1049.984126984127,2975.8148148148152,14.407526951176779,0.0052544641907193825,14.005090713500975,20.638285636901852,0.9184518726956576,0.633559587847769,2.5662301813050687,0.8634379953264073,0.52020845144414,1
1978,1978,858405,2019-11-20,858.7112299465242,2277.705882352941,18.33849958531997,0.07238676590735421,17.29480973412009,11.092382402981027,0.328406352812794,0.18006786494226373,0.6459531453880721,0.30626273811397475,0.20764003482955606,1
2011,2011,859723,2019-11-20,749.1657754010695,2140.0802139037432,19.27266239979688,0.017954412180766027,18.259404126335596,8.950191189261043,0.16089985411528965,0.08144764131538337,0.43877378376149495,0.2229735953214592,0.13740160709871702,1
2042,2042,859719,2019-11-20,508.9468085106383,1725.6170212765958,20.023124581575395,0.0308953129548172,19.108393311500553,8.2237968146801,0.052568125965150994,0.03769944748070679,0.3137441950314825,0.20351941399074885,0.12645537416267566,1
2076,2076,859859,2019-11-20,512.4117647058823,1926.866310160428,20.22448770018185,0.002534558889045216,19.2049965577967,8.817176454207477,0.0492048893772267,0.022105005721486624,0.32887405286878985,0.19626630325814107,0.1275958741674944,1
